,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label,gmm_id,weights
4535,0.0087,-0.0123,1.1105,0.07,-0.046,1.0479,0.8087,0.4521,1.0469,0.2034,0.7394,0.6132,0.9496,0.2966,0.3135,0.3663,0.4166,0.8595,0.815,0.3923,0.2771,0.387,0.451,0.8121,0.7598,1.0958,-0.2568,0.7769,0.8104,1.1638,0.4691,0.7486,0.1272,1.2969,0.4185,0.5893,0.305,0.7914,0.4414,0.246,0.9027,0.4244,0.6306,0.2597,0.0347,0.3798,0.2234,0.7779,0.4783,0.8277,3,0,1.0
28,0.8045,0.5531,0.7578,0.3773,0.4211,0.1489,0.5984,0.9569,-0.3652,0.7462,0.1932,0.6096,-0.0031,0.9462,0.184,0.9039,1.0156,0.6303,0.6406,0.2513,0.078,0.9312,0.264,0.2459,0.8847,1.2226,0.3358,0.7,0.2098,-0.1238,0.6666,0.7161,0.9846,-0.0953,0.346,0.1871,0.8479,0.809,0.9069,0.5126,0.3082,0.1605,0.7165,0.7697,0.8575,0.643,1.1709,0.5839,0.8029,0.5704,0,1,1.0
6688,0.2221,0.6027,0.9575,0.0117,0.7382,0.1882,-0.0148,0.6685,-0.0135,0.6662,0.0648,0.9044,0.6948,0.7762,0.3989,0.6066,0.7111,0.0113,-0.2719,0.7914,1.2373,0.1801,0.2492,-0.2579,0.3957,0.4191,0.24,0.6176,0.8761,0.235,1.0293,0.3436,0.1623,0.8772,0.6532,-0.1936,-0.0923,0.0939,0.4288,0.6753,0.3374,0.7114,0.4411,0.6408,0.8334,0.4049,0.636,0.3883,0.6368,0.1,5,8,1.0
8577,0.7001,0.2059,0.7358,0.8978,0.9689,0.3709,1.0877,0.6223,1.0492,0.7635,0.1487,0.9322,0.6603,0.5831,-0.1168,0.3743,0.8604,0.0799,0.0187,0.146,0.2639,0.4417,0.3885,0.8295,0.4071,0.9808,0.5448,0.7076,0.3486,-0.2418,0.815,-0.3214,0.199,0.9273,0.2251,0.0805,0.2282,0.3079,0.4145,0.4733,0.1887,0.3879,0.4324,-0.0141,0.5557,0.3845,-0.1607,0.4413,0.4225,0.4768,7,2,1.0
6795,0.5672,0.2594,0.1552,0.0764,0.4996,0.6258,-0.1161,0.459,0.453,0.2506,0.1595,0.6373,0.508,0.334,0.8799,0.3827,-0.1374,0.4741,0.5453,0.3343,0.5011,1.2007,0.8964,0.7088,0.1655,0.2982,0.793,0.4037,0.554,0.002,0.8428,0.6565,-0.0695,0.8007,1.1597,0.5497,0.7585,0.6551,0.2697,0.5921,0.4831,0.0259,0.7224,0.5038,0.9518,0.1437,0.5585,0.8545,0.1472,0.5716,5,2,1.0
5637,0.3356,0.848,0.9442,0.3459,0.555,-0.0984,0.3485,0.4442,0.6925,0.4515,-0.1679,1.0426,0.8549,0.7558,0.5332,-0.1389,0.0727,0.3843,0.3498,1.1395,0.9483,0.0686,0.3301,0.6414,0.721,0.7028,0.8487,0.9226,0.5169,0.8019,0.6556,0.8219,0.8635,0.6222,0.5871,0.6959,-0.0133,0.8624,0.8528,0.3449,0.072,1.0858,-0.0139,0.8262,1.0288,-0.3177,0.5967,0.4669,0.5114,0.8014,4,0,1.0
2975,0.4183,0.6345,0.3001,1.2878,0.1539,-0.0654,0.1952,1.1397,-0.0308,0.2097,0.7634,0.5292,-0.0262,0.2763,0.5062,1.2024,1.0062,0.028,0.5685,0.5689,0.1829,1.0324,1.1302,0.4584,0.8937,0.3612,0.3013,1.3234,0.4395,0.2227,0.4047,0.3165,0.43,0.605,0.7548,0.6471,0.4291,0.6662,0.9428,1.0934,0.194,0.4087,1.361,0.2909,0.0855,0.1139,0.4649,0.9871,0.3528,0.5653,2,1,1.0
627,0.0757,0.5998,-0.1639,0.2425,0.6176,0.8331,0.4358,0.4438,0.5724,0.8683,0.6192,0.1846,-0.0305,0.1303,-0.0478,0.8651,0.0207,0.2406,0.514,0.5221,0.3479,0.1722,1.0724,0.149,0.1831,0.1707,0.1431,0.4527,0.8787,-0.2427,0.62,0.6407,0.7632,0.3208,0.7277,0.4203,0.4167,0.6367,0.6736,-0.1653,0.3616,0.7275,0.5307,-0.1405,0.5784,0.8637,1.0402,0.3655,0.2595,1.0073,0,4,1.0
10738,0.0729,-0.0256,0.9461,0.26,0.1977,1.0564,0.0093,0.8522,0.4641,0.7612,0.4899,0.0387,-0.084,0.4221,0.5349,-0.0125,-0.3439,1.5372,-0.0241,0.3908,0.0316,0.5655,0.7901,0.9091,0.1321,0.8281,0.9779,0.7027,-0.2186,0.9331,0.3375,0.2242,0.1609,0.9847,0.2862,-0.1958,0.987,0.67,1.0042,0.0721,0.8357,0.8973,0.9645,1.0107,0.7315,0.705,0.3333,0.4096,1.0433,0.0699,9,2,1.0
11597,1.0253,0.3565,0.0611,0.31,0.2341,0.7756,-0.2159,0.7784,0.9964,0.2105,0.3212,0.8636,0.0043,0.777,0.0331,0.8047,0.1285,-0.091,0.5868,0.7152,0.5652,0.785,0.5471,0.3414,0.5814,0.3272,0.7809,0.6963,0.0426,0.8268,0.2625,0.6821,0.1669,0.3159,0.1818,0.8119,0.6106,0.252,0.5666,0.4344,0.8615,0.2598,0.9223,0.7984,-0.0194,0.8192,0.7374,1.0099,0.0837,0.8504,9,1,1.0
835,1.0321,0.6594,0.528,0.9406,0.4911,0.4159,-0.1797,0.463,0.2922,0.3175,0.4584,0.6108,0.93,1.3959,0.1535,0.6762,0.7046,0.769,0.0037,1.1484,0.716,0.8424,0.2756,1.0148,0.7805,0.3067,0.718,0.3822,0.4141,0.4153,0.4992,0.3289,0.5828,-0.1191,1.0543,0.6522,0.0543,0.3458,0.4292,1.0519,0.3799,0.2682,1.2549,-0.0927,0.5575,0.6303,0.7272,0.3952,0.5573,0.242,0,3,1.0
10802,-0.2889,0.4581,1.0108,0.2677,0.1907,0.328,0.1946,0.7151,-0.4703,0.5835,0.2872,0.2764,0.0494,0.4216,0.9775,0.5671,-0.0071,1.1722,0.6302,0.5701,0.0919,0.5146,1.1222,0.2144,0.2116,0.7745,0.74,0.4458,0.4563,0.9698,0.4223,0.1851,0.2244,0.7678,0.591,-0.122,0.8129,0.6318,0.7294,0.5414,0.9518,1.2056,0.6212,0.7103,0.7695,0.7205,0.3627,-0.0202,1.0246,0.032,9,2,1.0
1924,0.7456,-0.1448,0.3502,-0.2045,0.5137,0.8637,0.8462,1.1926,0.697,0.6021,0.7876,0.9015,0.6733,0.1838,0.5242,0.6666,0.2936,1.1748,-0.3009,-0.0653,0.8379,0.2218,0.8444,0.8637,0.9949,0.2605,-0.0147,0.4281,0.7361,0.0004,1.0696,0.4485,-0.0645,0.4895,0.8083,0.8235,0.7655,0.542,0.611,0.2894,0.1078,0.4098,0.2355,1.1718,0.2752,0.8523,0.8038,0.8067,0.7391,0.0233,1,0,1.0
421,0.2709,0.4523,-0.275,-0.3597,0.9928,0.6351,0.5291,0.3479,1.0039,0.9129,0.5487,-0.097,-0.0073,0.8388,0.7493,0.336,0.1831,0.2733,0.4688,0.2808,0.7933,0.1943,1.0173,0.3201,-0.0043,0.4932,0.4196,0.2178,0.8114,0.0386,0.7764,0.4804,0.8639,0.4019,0.4437,0.6128,0.0929,0.909,0.412,-0.171,0.9942,1.2021,0.5044,-0.065,0.148,0.5721,0.2677,0.5108,0.2993,0.4047,0,4,1.0
5421,0.3681,0.2094,0.3344,1.1218,0.8373,0.9199,0.8718,0.7011,0.2458,0.7981,0.4232,0.1219,1.1774,0.0495,0.2122,0.9489,0.7046,0.7975,0.3311,0.545,0.3749,0.4521,0.2059,0.8537,1.2771,0.5518,0.7079,0.6703,0.6242,0.1651,0.1095,-0.1358,0.3247,0.3101,0.6423,-0.0091,-0.1798,0.6122,0.684,1.2656,0.659,0.47,0.4346,0.7416,0.3938,0.222,0.7365,0.0351,0.4533,0.8934,4,4,1.0
4895,1.1464,0.7301,-0.0176,0.4666,1.0883,0.1503,0.7636,-0.0403,1.291,0.1729,0.6609,0.4551,0.9185,0.4916,0.1748,0.9339,0.543,0.1399,0.4989,0.1062,-0.0857,0.5478,0.5778,0.6077,-0.1221,-0.0286,0.4283,0.7466,-0.1944,0.5203,0.3198,0.1985,0.6728,0.7628,1.172,0.1824,0.6754,0.8653,0.9403,0.1364,1.0343,0.1842,0.949,0.2978,0.4928,0.449,0.2702,0.7523,0.7051,0.8441,3,2,1.0
1147,0.4767,0.8344,0.4013,0.2196,0.8109,0.7216,0.2667,0.7679,0.6667,0.954,0.2457,0.3832,0.1859,0.0388,1.2541,1.1011,0.7862,0.0126,-0.0673,1.2016,1.1941,0.5618,0.0072,0.118,0.3255,0.4585,0.6232,0.3755,0.626,0.678,0.3527,0.26,0.6133,0.69,0.0665,0.9162,0.7235,0.2694,0.5404,-0.1499,-0.2355,0.7935,1.1448,0.2929,0.4074,0.1215,0.8172,0.6534,0.5429,-0.143,1,2,1.0
7413,0.5331,0.5847,0.624,0.7213,1.4469,0.6978,0.1464,0.6572,0.6847,0.6532,0.2965,0.4088,0.9388,0.6247,0.3982,0.202,0.0642,0.0372,0.1753,0.0074,0.9081,1.1836,-0.1245,0.3429,0.1625,0.7164,-0.5008,0.6482,0.2999,0.4222,0.1139,1.2987,-0.1232,0.7903,0.3327,0.8056,0.5671,0.4455,0.6885,0.1632,0.6388,0.1969,0.1348,0.3604,0.3932,0.8354,0.8401,0.7451,0.3892,0.4109,6,2,1.0
1694,0.2,0.0773,0.492,0.4754,0.9169,0.7385,0.6641,0.823,0.6871,0.2729,0.6591,0.095,-0.315,0.4557,0.6052,0.1497,0.8363,0.2024,0.1417,-0.0075,0.6906,0.0856,0.4338,0.2864,1.2101,0.8188,-0.1996,0.8546,1.0615,1.1364,0.4679,0.5665,0.409,0.2651,0.483,0.643,-0.0956,0.7436,0.118,0.5858,-0.0135,0.0489,-0.025,-0.1167,0.9892,0.7792,0.2662,0.9469,0.7118,0.394,1,4,1.0
10620,0.8834,1.2897,-0.0402,0.7125,0.2808,0.9068,-0.157,0.3089,-0.0626,0.9258,0.0714,0.9961,0.9798,0.6014,1.3675,-0.0792,0.69,0.6958,0.1233,0.1385,0.7052,0.6033,-0.5445,0.8186,0.7652,0.1982,0.6928,0.9975,0.6657,0.0791,0.3357,0.4041,0.9164,0.249,0.6688,0.6626,0.5832,0.1858,0.3407,0.6193,0.3269,0.4133,0.5188,1.0131,0.3126,0.7176,0.8515,0.6024,0.4149,0.2589,8,1,1.0
1631,0.4526,0.189,0.2943,0.1928,0.7492,0.499,0.5239,0.6418,0.6404,0.5193,0.326,0.0231,-0.4844,0.6372,0.3783,-0.0709,0.9513,0.1943,0.5673,0.4383,0.7058,0.5212,0.9566,0.7748,1.151,0.287,-0.0599,0.6946,0.8529,0.7194,0.434,0.5598,0.6208,0.1589,-0.2624,0.524,0.1999,0.9766,-0.0801,0.5163,0.6374,-0.164,0.1004,0.2482,0.9361,0.4671,-0.0659,1.0458,0.8368,0.1061,1,4,1.0
11585,0.9165,0.2605,-0.2918,0.3718,0.4239,1.2345,0.1475,0.8197,0.5846,-0.1766,0.4271,0.717,0.1593,0.9393,0.5183,0.8953,-0.102,0.2658,0.5404,0.331,1.128,0.3772,0.9144,-0.0584,0.6877,0.0291,1.2562,0.4224,-0.059,0.9453,0.3781,0.5949,0.0745,0.4182,0.4772,0.8587,0.6974,-0.0794,0.415,0.8655,0.7903,0.5698,0.5034,0.7597,0.1822,1.1019,0.8438,0.6568,0.0072,0.4865,9,1,1.0
1994,0.5329,0.4698,0.2014,0.003,-0.001,0.6476,0.7253,0.8243,0.7528,0.2417,0.6436,0.764,0.7585,0.3316,0.9691,0.4667,0.5607,0.7275,-0.0354,0.2072,0.5117,0.1477,0.5811,0.5793,0.9575,0.3965,0.271,0.7305,0.7598,-0.2706,1.0105,-0.0623,0.0229,0.6768,0.2421,0.5497,1.0801,0.4467,0.9842,0.1033,0.223,0.0808,0.007,0.7922,0.483,0.9197,1.1668,0.9312,0.5997,0.2725,1,0,1.0
5442,0.6215,0.5512,0.4216,0.5933,0.2861,0.5273,0.4573,0.6852,0.316,0.5833,0.8881,0.2195,0.6331,0.4469,0.7237,0.2125,0.2236,0.0557,0.4231,0.7345,1.1411,0.1359,0.4799,1.0475,0.6231,1.1881,0.5875,0.943,0.6158,0.6289,0.598,0.4606,0.626,0.7548,0.9403,0.2816,0.4299,0.9735,1.3795,0.7988,0.4526,0.9311,0.3277,0.9914,0.6702,0.152,0.8341,0.2254,0.2875,0.4557,4,0,1.0
48,1.0713,0.8651,0.9008,0.302,0.807,0.7128,0.2478,0.6846,-0.1407,1.163,-0.0888,0.1537,0.3065,0.5891,0.3551,1.0468,1.2979,1.2861,0.296,0.1684,0.6347,1.3028,0.1262,0.3188,0.6085,0.998,0.5527,0.3218,0.2076,0.2697,0.7356,0.4066,0.8061,0.3044,0.4059,0.2477,0.8658,0.4715,0.5296,1.0115,0.6542,0.124,0.6469,1.2244,0.7116,0.8123,1.1046,0.4434,0.5837,0.9778,0,1,1.0
4293,0.5918,0.8357,0.6621,0.7795,0.0699,-0.0752,-0.0553,0.0642,0.5035,0.9164,0.677,0.4545,0.1025,0.4089,0.9467,0.5393,0.3908,0.804,0.2715,0.7305,1.2223,0.4591,0.3217,0.1048,-0.0197,0.0496,0.6328,0.2273,0.4455,0.2357,0.6116,-0.016,0.5094,0.2452,0.7097,0.3352,0.8135,0.2969,0.3242,0.7407,0.4998,0.3377,0.5228,0.8883,0.1229,0.6877,0.7167,0.2673,0.8162,-0.361,3,1,1.0
4603,0.9075,0.4431,-0.0792,0.4081,1.0276,0.321,0.2627,0.3763,0.4466,0.129,0.4948,-0.0612,0.7465,0.7861,-0.1276,0.9363,0.9938,0.2542,0.5039,0.0833,0.1112,0.6357,0.1056,0.7669,0.0658,-0.4467,0.4387,0.6788,0.0623,0.2035,0.0316,0.8395,0.9965,0.2845,0.4332,0.3409,0.5371,0.4107,0.4464,0.4063,0.7356,0.1072,1.1712,0.4894,-0.3644,0.6974,0.368,0.8515,0.3499,0.9046,3,2,1.0
10809,0.2882,0.2116,1.118,0.4768,0.3942,0.7364,-0.0875,0.2449,0.2062,0.5211,0.903,0.8517,-0.1094,0.961,0.8144,0.5465,-0.052,0.7598,0.0562,1.2732,0.2914,0.7177,0.899,0.9577,0.359,0.6058,0.416,0.6514,0.6692,0.7656,0.8684,-0.0804,0.3607,0.9078,0.2178,-0.1069,1.129,0.5591,1.2504,0.6989,0.6899,0.1644,0.6305,0.4044,0.4223,1.2934,0.5896,0.1936,0.7244,0.1273,9,2,1.0
538,-0.006,0.782,-0.121,0.0728,0.8232,0.5974,0.3046,0.6807,0.7922,0.8724,0.2883,0.0681,0.0958,0.1813,0.323,0.4294,0.2293,0.6823,0.1726,0.0949,0.1753,0.1937,0.8159,0.1248,0.2805,0.4393,0.7742,0.664,0.546,-0.0086,1.1364,0.5322,1.0509,0.4752,0.3753,-0.1482,0.2894,0.7263,0.4036,-0.3857,0.7641,0.7501,0.5106,0.0296,0.366,0.5525,0.7164,0.3452,0.1217,0.6519,0,4,1.0
7132,0.083,0.1833,0.7559,0.2371,0.5932,0.6239,-0.0138,0.5162,0.5964,-0.1293,0.8728,0.2302,0.76,-0.06,0.0838,1.1888,0.7524,0.6541,0.6845,0.5304,0.3319,0.7249,1.0257,0.2302,0.5798,0.492,0.4041,0.237,0.5364,1.1195,0.3672,0.6616,0.3706,0.8953,0.8395,0.0419,0.182,0.5767,0.6821,0.8881,0.6363,0.4428,0.2439,0.5948,0.561,0.3987,0.5549,0.5584,0.6949,1.0763,5,1,1.0
4355,0.0786,0.2521,0.8144,0.2414,0.4692,1.0209,0.8001,0.7306,0.784,0.2563,0.7335,0.807,0.5505,0.6764,0.3484,0.6126,-0.1265,0.7329,0.0136,0.9304,0.1077,0.1078,0.4039,0.3877,0.8732,0.5504,0.192,0.8163,0.5791,1.131,0.2747,0.1694,-0.1248,1.0693,0.4788,0.2012,0.151,0.7064,0.1173,0.232,0.5767,0.3993,0.5704,0.7743,0.5736,0.179,0.0212,0.9532,0.5706,0.8051,3,0,1.0
5640,0.5691,1.0238,0.4581,1.1354,0.1219,-0.2642,0.624,0.7663,0.6214,0.2937,0.1957,1.0763,0.9949,0.8005,0.6656,-0.0745,0.1413,0.2885,0.1941,0.418,0.721,0.3825,0.7402,0.5649,0.7043,0.7868,0.9144,1.1716,0.5637,0.9394,0.9367,0.8772,0.2833,0.6926,0.948,0.2532,0.7053,1.1074,0.5933,1.1533,0.2312,0.7124,0.0708,0.4041,1.0891,-0.0751,0.2117,0.0407,0.4556,0.4479,4,0,1.0
6356,0.4922,0.1738,0.5424,0.3789,0.1523,0.467,-0.104,1.1317,0.0081,0.8253,0.2378,1.2136,0.4734,0.3931,0.1591,0.2266,0.1688,0.2589,0.375,0.2273,0.4407,0.5285,0.2294,0.4511,0.3648,0.25,0.4986,0.3113,0.9522,0.5125,0.7414,1.0029,0.2623,-0.2127,0.6607,0.8779,0.0355,1.048,-0.0263,0.0136,1.2593,1.1411,0.3805,0.4862,0.0426,0.4423,0.6416,0.8436,0.7285,1.0768,5,3,1.0
1697,0.1927,-0.1253,0.8669,0.4649,0.8925,0.189,0.3956,1.0496,0.2294,0.6525,0.8544,-0.3002,0.3243,0.4479,0.4446,0.2963,0.8187,0.059,0.5455,0.5861,0.6243,0.2189,0.5711,-0.0306,0.4366,0.5937,0.0409,1.0364,0.5046,0.4866,0.5333,0.8448,0.9575,0.0065,-0.0124,0.3867,-0.1082,0.8322,0.0273,0.7215,0.421,0.0678,-0.1978,0.3042,0.8813,1.2816,0.133,0.6529,0.1846,0.2505,1,4,1.0
8074,0.4583,-0.0909,0.7193,0.2722,0.7678,0.4076,1.2678,0.2254,1.1189,0.3927,0.8796,0.7938,1.1433,0.4209,0.5373,0.4466,0.7436,0.189,0.9282,0.0159,0.043,0.6429,0.6168,0.894,0.0134,-0.0314,0.3718,0.1861,0.8084,0.7068,0.8748,-0.2334,0.8195,0.3782,1.1301,0.8447,0.3865,-0.389,0.3237,0.2596,1.0721,0.5293,-0.0106,0.289,0.9228,0.8804,0.3092,0.9552,0.887,0.2276,6,4,1.0
10506,-0.4055,-0.0496,0.6983,-0.0373,0.4531,0.1552,0.1201,0.8552,0.6548,0.5003,-0.2251,0.5618,0.3746,0.888,1.1653,0.158,0.6025,1.007,0.3405,0.523,0.4455,0.5949,0.5162,0.226,1.1684,0.2883,0.0493,1.0885,-0.3462,1.1322,0.663,0.3021,0.5261,0.2737,-0.0589,0.258,-0.0721,-0.0371,0.3915,-0.0964,0.2776,0.6136,0.3145,0.0352,0.3322,0.6139,0.1356,0.4517,0.1804,0.3316,8,2,1.0
7410,0.4106,0.2126,0.7484,0.7667,1.3059,1.1911,-0.239,1.0534,0.6176,0.0964,0.6658,0.5533,1.1238,-0.0952,0.288,0.2117,-0.069,-0.1337,0.5397,0.2834,0.47,0.6784,0.1792,0.684,0.4533,0.6106,0.4307,0.7755,-0.0515,0.6225,0.1648,0.635,0.229,0.6554,0.1476,0.4214,0.4587,-0.0777,0.4888,0.9116,0.4951,-0.1817,0.4259,0.2629,0.6018,0.7701,0.7884,0.5302,0.1975,0.8008,6,2,1.0
5488,0.1233,0.7225,0.6217,0.4896,0.3219,0.4327,0.2858,0.7025,0.0273,0.5557,0.3554,0.976,0.9622,0.3758,0.5608,0.384,-0.137,0.2528,0.3403,1.0101,1.0199,0.1824,0.6293,0.9066,0.994,1.215,0.3129,0.5443,0.8945,0.8599,0.5293,1.0352,0.7151,0.6784,0.8036,0.6917,0.2745,0.5692,0.9977,0.6928,0.5043,0.8647,-0.2211,0.4474,0.7188,0.0083,0.3091,0.39,0.1522,0.5477,4,0,1.0
11485,0.407,0.0243,0.2403,-0.1634,0.4108,0.4834,0.175,1.1356,0.9864,0.1825,0.1515,0.8173,0.2798,0.6792,0.2551,0.5474,-0.1895,0.1601,0.5613,0.7668,0.214,0.3149,0.6449,-0.1279,0.3193,0.2625,0.8015,0.7001,-0.0929,1.0767,0.3075,0.3802,0.3469,0.6999,0.4269,0.9289,0.9841,-0.2497,0.3559,0.7436,0.391,0.2155,0.5114,0.7469,0.2532,0.8264,0.8826,0.4844,0.3383,0.348,9,1,1.0
9181,0.472,0.6539,0.5938,0.5335,0.2615,0.3019,0.3931,1.0153,0.0155,0.0951,0.6766,0.7286,0.6743,0.4447,0.5381,0.1117,1.2603,0.3782,0.7233,0.5551,0.8573,0.8462,-0.0174,-0.041,0.6699,0.981,0.3986,0.897,1.1272,0.8209,0.3942,0.2107,0.5771,0.9346,0.747,0.0255,0.2321,0.6311,0.66,0.0361,0.4091,0.5013,0.7841,0.0051,0.2617,0.7515,-0.1453,0.008,0.8879,0.3109,7,4,1.0
2644,0.8033,0.2616,0.6893,0.2564,1.1285,0.2913,-0.0282,0.1551,0.0536,0.5085,-0.4563,1.1586,0.6562,0.0229,-0.0941,-0.4805,0.5476,0.2102,-0.0256,0.0066,0.7704,-0.1013,0.7345,0.8211,0.2232,0.8505,0.2564,0.1069,-0.0675,0.7383,0.484,0.2119,0.4263,0.4796,0.8233,0.1888,0.6985,0.343,-0.3546,0.6383,0.3668,0.2,0.7059,0.7752,0.0607,0.0681,0.6416,0.4846,0.1815,0.5612,2,2,1.0
10242,-0.0566,0.0154,0.2747,0.3232,0.2864,0.0212,0.6923,0.3733,0.2767,0.0667,0.2925,0.1679,0.1842,1.2726,1.3495,0.0938,0.8883,0.8794,0.2703,0.0311,0.3622,0.5731,0.5549,0.1808,0.6619,0.2363,0.2173,0.4808,0.3821,0.8671,1.237,0.2128,0.3015,0.3347,-0.4718,0.2621,0.1723,0.2429,-0.0219,0.5407,0.4433,0.5679,0.7928,0.4756,-0.0191,0.8539,0.0879,0.3529,0.4912,0.482,8,2,1.0
