,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label,gmm_id,weights
16250,0.9901,0.9563,0.1857,1.045,-0.0031,0.7405,-0.0676,0.4147,0.4087,0.9192,0.0765,0.8943,0.698,0.8544,0.4845,-0.158,0.8503,0.4849,0.1741,0.2077,0.3644,0.4686,0.0764,1.0233,0.989,0.5487,0.5078,0.8654,0.479,0.0046,0.5068,0.3293,0.9203,0.0836,0.696,0.5868,0.8555,0.6354,0.1719,0.4796,0.6725,0.6931,-0.2383,1.1703,0.358,0.5665,0.8893,0.9324,0.9909,0.1754,8,1,1.0
11164,0.23,-0.0672,0.7987,1.0509,0.9813,1.5055,0.2754,0.2902,0.1164,1.4301,0.5091,0.6287,1.0957,0.3778,0.3047,-0.12,0.423,0.5599,0.3255,0.8678,0.2019,0.9621,0.4186,0.4679,0.6036,0.6937,0.8327,0.396,0.8825,0.6518,0.2707,0.8927,0.0595,0.4305,-0.0626,0.0603,0.927,0.7885,0.607,0.0312,0.8917,0.6186,0.592,0.6436,0.0221,0.3791,0.9661,0.8366,0.0833,1.0395,5,5,1.0
3227,-0.0815,0.6287,0.0532,0.4173,0.247,0.8838,0.3848,0.7457,-0.1043,-0.1089,0.9204,0.1281,1.1801,0.6244,0.7495,0.9548,0.4221,0.2921,0.7088,-0.1063,0.2735,0.2217,0.962,-0.032,0.0137,0.1273,0.6127,0.7274,0.6676,1.1816,0.7502,1.0427,0.83,0.2407,0.4005,0.6821,0.3164,-0.1054,0.2858,0.5271,0.2592,0.6649,0.1655,1.4072,0.2819,0.2426,0.8198,0.2878,0.1049,0.1752,1,6,1.0
11454,0.0251,0.5035,0.822,0.0616,0.5805,0.7522,0.2311,0.2146,0.4754,0.2963,0.6975,0.4995,0.727,0.1874,0.0737,0.5012,0.322,1.1661,0.7436,0.6002,0.88,0.1993,0.6646,0.1918,0.7351,0.5451,0.2173,0.4537,1.1956,0.1951,0.9878,1.0044,0.9471,0.5343,0.405,0.5948,-0.335,0.1833,-0.1758,0.714,-0.2929,0.5264,0.6073,1.2194,0.0205,0.8876,-0.0795,0.3785,0.7718,-0.0829,5,7,1.0
12838,0.8194,0.5992,0.4207,0.3193,0.7616,-0.0686,0.8178,0.3382,0.846,0.8069,1.1173,0.7235,0.7264,0.8665,0.2253,0.4976,0.8291,0.829,0.6785,0.0797,0.1145,0.27,0.878,0.9599,0.5438,0.1232,0.2475,0.1298,0.819,0.3317,1.0034,0.5285,1.1516,0.0111,0.8492,1.021,0.1228,0.3262,0.0237,0.4854,0.6762,0.452,0.2211,0.5597,0.9021,0.9003,0.4994,1.0338,0.6291,0.1961,6,4,1.0
13063,0.6639,0.0578,-0.4087,0.53,0.7764,0.1834,0.1175,1.0424,0.0674,0.1928,-0.0225,-0.0772,0.4812,-0.2019,1.0041,0.3438,0.6509,0.9032,0.0627,-0.4066,-0.265,0.1408,0.5675,0.6897,0.5525,0.9891,-0.2389,0.5712,0.8536,1.0203,0.3716,0.7331,0.5065,0.0922,0.251,0.3518,0.786,0.3929,0.2109,0.1519,0.1911,0.5777,0.5847,0.9479,0.6871,0.3037,0.1961,1.1498,0.4959,0.4533,6,5,1.0
2354,-0.0414,0.88,0.5174,-0.2597,0.7947,0.1946,0.8526,0.5024,0.4179,0.1967,0.3693,0.7927,0.5018,0.1677,1.1422,1.1056,0.5803,0.437,1.2912,1.0957,0.0774,-0.0109,0.3166,0.8145,0.6287,0.7424,-0.1791,0.2936,0.6005,0.5696,0.6603,1.1767,0.5562,0.5056,0.795,0.777,1.0784,0.1096,1.1479,0.2423,0.5258,0.8355,0.2868,-0.1223,0.4483,0.8929,1.0394,1.0893,0.2746,-0.0694,1,1,1.0
5421,0.4694,-0.1404,-0.0389,0.1558,0.8375,0.8811,0.4515,0.7795,0.3916,0.4599,-0.0817,0.6148,0.5645,0.6119,0.654,-0.188,0.7089,0.6508,0.6847,0.4286,0.8005,-0.3402,0.7813,0.8753,0.7703,-0.0992,0.5673,0.9646,0.9327,0.4661,-0.196,0.4905,0.0209,0.1753,0.9697,0.7889,0.9064,0.7525,1.2505,0.6788,0.9586,0.8339,-0.3472,0.9759,0.7353,0.4629,0.8495,0.4345,0.7822,0.7027,2,7,1.0
3196,0.1401,0.5856,0.4984,1.1466,0.5554,0.907,0.1641,0.847,1.3376,0.5155,0.0668,0.1977,0.0997,0.7799,0.2339,0.1632,0.7258,1.0403,0.6099,-0.1805,0.9895,0.3813,0.6972,0.0712,0.5681,0.6716,1e-04,0.3145,0.3773,0.9622,0.7775,0.9068,1.146,0.299,0.3259,0.6693,0.2848,0.9471,0.179,1.2249,0.9673,0.5567,1.0345,-0.2458,0.4081,0.4828,0.1948,0.8999,0.4331,-0.0774,1,5,1.0
13287,0.5234,0.3141,1.086,0.6595,-0.1644,0.5412,0.4947,1.0692,0.0356,1.0454,0.0402,0.7438,0.4849,0.9609,0.2488,0.8341,0.0582,0.837,0.0746,0.7156,0.7867,0.2417,0.4861,1.0637,0.6096,0.0926,0.8048,0.4434,0.461,1.1269,1.0099,0.4996,0.4578,0.3387,0.3836,0.8956,0.7843,0.5588,0.3798,0.7555,0.8119,0.1598,0.3484,0.8071,1.27,0.4619,0.2849,0.6621,0.7893,-0.064,6,6,1.0
2592,1.009,0.8712,0.5068,0.0371,0.8456,0.8382,-0.3218,1.0617,0.8643,1.0469,0.4315,0.6234,0.2495,0.2737,0.6301,0.567,0.5635,0.1436,0.4472,1.1859,0.805,0.5217,0.1263,0.4042,0.7623,0.4643,0.0294,0.0512,0.3465,0.9948,0.3795,0.2101,0.0165,1.2327,0.0398,1.1656,0.7773,0.6968,-0.099,0.2795,0.0313,1.2588,0.7975,0.2109,0.3231,0.1642,0.5939,0.7444,0.657,0.4104,1,2,1.0
15599,0.263,0.2185,0.1819,0.6528,0.3681,1.181,0.9755,0.4254,0.6082,0.041,0.5309,1.4522,0.1948,0.4585,0.7056,0.2222,0.4876,-0.0816,0.7897,0.2504,0.0932,1.2493,0.5464,0.2419,0.7938,0.0378,0.4732,0.444,1.2311,0.3961,1.0409,0.9032,0.9639,0.085,1.4664,1.2899,0.7776,0.5665,0.289,0.3763,0.1711,0.4394,0.5172,0.3884,0.0779,0.3681,-0.2505,-0.0021,0.5092,-0.044,7,7,1.0
16151,0.5849,0.8982,0.6609,0.7175,0.7364,0.3364,1.1945,1.1289,-0.3528,1.2388,0.2739,0.0088,1.172,0.1539,0.5277,1.0392,0.3913,-0.0338,0.8616,0.4896,0.429,0.2179,0.0206,0.4399,0.7996,1.0515,0.5457,1.0252,-0.4106,0.9266,0.153,0.9061,0.9343,-0.1492,0.2948,0.1025,0.9826,1.0344,-0.1607,0.8568,-0.1485,0.0152,-0.1866,0.7909,0.3673,-0.092,0.6168,1.1135,0.457,0.0561,8,0,1.0
13681,0.5749,0.5955,1.0329,0.3649,0.3199,0.9263,0.1461,1.2286,0.5286,0.2352,-0.0541,0.8323,0.5554,0.1087,0.8299,0.7886,0.1008,0.095,0.9444,0.7341,0.7183,0.6161,0.083,1.112,0.2473,0.8354,0.2298,1.0053,1.0793,0.2457,0.132,0.7269,0.7052,1.1252,0.5839,0.6218,0.531,0.5837,0.8458,0.5965,-0.0324,0.2771,0.3968,-0.029,0.2125,0.5249,0.5565,-0.1289,0.4204,0.7002,6,8,1.0
12372,0.9179,0.4468,0.7393,0.4391,0.7643,0.4209,-0.2071,0.4573,0.4463,0.2887,0.9064,0.9363,0.5724,0.4364,0.4371,0.0601,0.1021,0.0496,0.2295,0.4797,0.9611,0.6444,0.9223,0.5894,0.7017,0.1648,0.1907,1.1252,0.1328,0.5923,0.3675,0.1075,0.1616,0.6214,0.2313,0.6692,0.6279,0.4689,0.8661,0.3954,0.7856,0.2921,0.137,-0.5623,0.3977,0.5719,0.3408,-0.6024,0.5525,0.5054,6,1,1.0
11976,0.5607,-0.1218,0.874,0.8291,0.147,0.9775,1.2317,0.2215,-0.1835,0.5658,0.1596,0.3596,0.4101,0.8441,-0.0623,0.7065,0.6763,-0.0207,0.7099,0.8083,0.4067,0.8337,0.8306,-0.2794,0.7847,0.8064,0.0559,-0.1374,0.2507,-0.24,0.2868,0.6101,0.698,0.4954,1.1093,0.1544,0.2047,0.395,0.703,0.9489,0.0993,0.5291,0.7243,-0.2926,0.5942,1.0001,0.545,0.3563,0.1986,0.7606,5,9,1.0
6753,0.4999,0.2034,0.8687,0.2622,0.4411,0.9066,0.6702,0.6808,-0.0143,0.8062,0.244,0.606,0.2248,0.327,0.1443,0.0713,0.4441,0.3493,0.8932,0.7978,0.727,0.6308,0.078,0.9855,-0.1684,0.7734,0.0529,-0.0928,0.7799,-0.0314,0.6119,0.2707,0.6943,0.2389,0.3582,0.9295,-0.3138,0.2815,0.4479,0.963,0.5702,0.3071,0.1819,0.6866,0.3453,-0.0962,0.8579,0.8059,-0.1041,0.6014,3,3,1.0
16455,-0.0411,-0.1212,-0.0734,-0.2289,0.3573,0.481,0.3976,0.9582,0.2101,0.1221,-0.2076,-0.0632,0.5012,0.2956,0.5143,0.399,0.7405,0.8666,0.4507,1.0213,0.5477,0.3626,0.4267,0.4188,1.1073,0.212,0.7033,0.6609,0.0982,0.1029,0.4907,0.4346,-0.0431,0.7526,-0.0133,0.0226,0.5445,0.2191,0.0838,-0.0436,0.1201,0.5347,0.5678,0.4075,0.3187,0.7906,0.0585,0.15,0.3702,1.1585,8,2,1.0
9406,0.3467,0.3523,0.4539,0.1931,0.0892,-0.2816,-0.0802,0.3448,-0.1122,0.6162,0.5457,0.606,0.7872,1.0242,0.8937,0.2854,0.1201,0.4197,0.392,0.3789,1.0317,0.2634,0.1453,0.575,-0.1657,0.482,0.3998,0.5841,0.3991,0.4681,-0.1701,0.8333,0.0697,0.737,0.1387,0.9198,0.9254,0.2241,0.2493,0.6004,0.3916,0.4661,0.1484,0.2107,0.2206,0.3062,0.8546,-0.031,1.1372,0.3601,4,7,1.0
16011,0.6411,1.0243,0.9036,0.8624,0.3928,0.889,1.1563,0.845,0.566,0.9044,0.6424,0.6326,1.0701,-0.261,0.9975,0.6963,0.6082,0.1907,1.0661,0.6786,0.4892,0.43,0.0106,0.6266,0.5001,0.5571,0.1691,0.4737,0.1134,0.9736,0.3959,0.5137,0.7506,0.0915,0.5957,0.3238,0.4617,0.5173,-0.1149,0.9641,0.196,0.2905,-0.1192,0.8831,0.3159,0.4425,0.739,0.4555,0.7368,0.1984,8,0,1.0
11098,0.4649,-0.2993,0.727,1.1034,0.6093,0.532,-0.1204,-0.0637,0.2506,1.1209,0.2998,0.6815,0.8537,0.1615,0.5674,0.5618,0.7434,1.1473,0.3477,0.8569,-0.0336,0.8743,0.2401,0.5113,0.3836,0.385,1.1235,0.7295,0.4131,0.3413,0.4508,0.5595,0.0369,0.5665,0.0446,0.5567,0.7809,0.2862,0.3741,0.055,0.5085,1.249,0.7003,0.2401,-0.0143,0.2313,0.3422,1.0953,0.267,0.8334,5,5,1.0
8341,1.0935,0.7576,0.0218,-0.0245,0.7918,0.2745,0.5804,0.5883,0.4396,0.7368,0.9706,0.1929,0.278,0.6323,0.4066,0.6224,0.8927,0.3572,0.6304,1.1842,0.978,0.6262,0.2534,0.4222,0.0158,0.9609,0.5621,0.5896,0.8159,0.3296,-0.1708,0.9887,0.0175,0.1696,0.0771,0.6633,-0.2047,0.996,0.9611,0.6611,0.5425,1.0956,1.1655,0.7805,0.3837,-0.0892,0.2369,0.1329,-0.073,0.5309,4,1,1.0
17800,0.5865,0.2801,0.9899,0.6685,0.2974,1.1683,0.34,0.2083,0.0541,0.481,0.625,0.7427,0.1881,0.8965,0.4039,0.7707,1.1795,0.6646,0.6877,-0.2184,0.5335,0.4246,0.5634,1.0135,0.7807,0.812,0.4151,0.3095,0.7066,-0.1406,-0.0377,0.4821,0.83,-0.2047,0.8088,0.5432,-0.1514,0.0647,0.2734,1.0498,0.5218,0.3905,0.3507,0.4703,0.3561,0.1281,0.9859,0.5637,0.5044,0.2575,8,9,1.0
15818,0.4532,0.5148,0.6279,0.1724,0.1354,-0.17,0.6759,-0.1402,0.5563,0.4744,0.3028,-0.3347,0.6524,0.6726,0.0313,1.3398,0.4218,0.1385,0.906,1.5307,0.1889,0.9255,0.947,0.6214,-0.4329,0.8515,1.2964,0.4004,0.4611,0.114,0.3729,0.8956,0.2294,0.6546,0.1542,0.5985,0.5246,-0.0117,0.3193,0.9221,0.2691,0.0562,-0.5079,0.0624,0.5187,0.2574,0.8988,1.1336,1.0863,0.6686,7,9,1.0
1956,1.0895,0.7577,0.1314,1.1905,0.672,0.18,0.6497,0.7739,0.2084,0.1534,0.3209,0.8401,0.2255,-0.0898,0.6123,0.636,0.5834,0.9926,0.1085,0.0712,0.5468,-0.2612,0.9124,-0.2849,0.1643,0.6991,0.8044,0.2194,0.8005,0.1752,0.5929,0.5069,0.693,0.1832,0.5001,0.9569,0.7772,0.6828,1.0767,0.8808,0.6941,0.8081,0.4873,0.7628,0.0829,0.6403,0.1887,0.55,0.585,0.5675,0,9,1.0
967,0.3169,0.7044,0.1682,0.539,0.4807,-0.0104,0.3481,0.7041,0.9564,1.2992,0.1876,0.0625,0.0699,0.3417,-0.127,0.5265,-0.0612,0.4804,0.8637,0.5242,0.514,0.0727,1.019,0.0185,0.3553,0.384,0.5512,-0.0807,0.643,0.1702,0.8717,0.5427,0.7002,0.5224,-0.009,0.2789,-0.2792,0.6848,0.5365,0.069,0.6464,0.9235,1.1633,0.1302,0.1801,0.2798,0.2327,0.5079,0.0278,0.9,0,4,1.0
6434,1.0776,0.1782,0.0421,1.0983,0.8768,0.3937,0.3073,0.2044,0.608,0.1164,0.9101,0.2222,1.0965,0.8759,0.2522,1.0043,0.7186,0.2088,0.1568,0.082,0.1895,0.4685,0.6837,0.6397,0.204,0.5016,0.9366,0.7881,0.4132,0.5743,0.3684,0.1707,1.4312,0.6038,1.1851,0.0562,0.7082,0.4469,0.5585,0.1503,0.6636,-0.078,1.0907,0.5722,-0.1315,1.0789,0.3604,0.4917,0.5652,0.7176,3,2,1.0
9275,0.6566,0.6519,0.3982,0.5162,0.5059,0.2248,1.046,0.1187,0.4019,0.1496,0.8275,1.0537,0.7358,0.91,0.229,0.2508,0.8835,0.6748,0.9891,0.604,-0.1074,0.1474,0.4731,0.0387,0.368,1.0485,0.7013,0.5843,0.073,0.8964,0.2588,0.7975,1.0371,0.0603,0.8381,0.6316,0.5823,0.8593,0.0917,0.5495,0.5852,0.8074,0.1429,0.9043,0.5501,0.2548,0.3561,1.044,1.0559,1.1215,4,6,1.0
19138,-0.1287,0.6758,1.347,1.1204,0.6312,0.0045,0.6721,0.0276,0.3417,0.9422,0.3629,1.1806,0.7836,0.6461,0.1561,0.4049,0.5119,0.6074,0.2575,0.131,0.2368,0.4806,0.7768,0.7875,0.2279,0.2089,0.3089,-0.4814,0.9024,0.4388,0.2075,0.5307,0.3139,0.7184,0.1707,0.7732,0.4052,1.2816,-0.0631,0.7961,0.0284,0.3135,-0.0129,0.8175,0.0676,0.4696,0.2751,0.1733,0.1518,0.5563,9,5,1.0
16383,1.1588,1.0211,0.1533,0.812,0.3523,0.6948,0.042,0.4639,-0.1724,1.0269,0.0658,0.6189,0.6317,0.6691,0.8001,0.1834,0.7869,0.4132,0.2147,-0.2731,0.2017,0.634,0.2147,0.6455,0.7976,0.2534,0.5985,0.8644,0.9913,0.2067,0.6009,0.984,0.7091,0.1124,0.6611,0.4246,1.1359,0.3606,-0.0732,0.3941,0.365,0.4926,0.4448,1.2261,0.1896,0.6906,1.117,0.4961,0.7676,-0.0212,8,1,1.0
5854,0.6123,0.8472,0.3496,0.7573,1.2227,1.0348,0.6387,0.5398,-0.3306,-0.084,0.9446,0.6113,0.2376,0.8839,-0.0323,0.0435,0.5233,0.1949,0.4348,0.82,0.5818,0.3908,1.0654,0.4053,0.5223,0.5348,0.7915,-0.0901,1.1712,0.1371,0.4405,0.3349,0.4651,0.1996,0.4274,0.8011,0.871,0.7967,0.4901,0.2929,0.787,-0.1594,1.1425,0.142,0.8568,1.1518,0.6288,0.6757,-0.1103,-0.2782,2,9,1.0
11804,1.4055,0.2069,0.8708,0.9748,0.2522,0.8005,1.4693,-0.1495,0.0234,0.8655,0.1576,0.2706,0.5552,1.2307,0.136,0.9338,0.7284,-0.0084,1.2905,0.6769,0.7245,0.7466,0.9705,-0.1071,0.6072,1.392,0.1161,0.0916,0.4193,0.2509,0.5498,0.4457,0.5124,0.5883,0.2661,0.231,0.4045,0.5849,0.316,0.7165,0.3366,1.1306,0.7769,-0.3397,0.2099,1.001,0.504,0.3472,-0.4831,0.9512,5,9,1.0
12844,0.8708,0.6958,0.5002,0.452,0.9491,-0.0934,0.6823,0.0201,0.9068,0.8922,1.223,1.3855,0.6739,0.5355,-0.0216,0.475,0.8672,0.4522,0.5773,-0.0376,0.1084,0.6428,0.7517,1.2869,0.3021,0.1646,0.5357,0.4518,1.2525,0.2373,0.9973,0.3623,1.0485,0.2349,0.4177,0.7007,0.0939,-0.0224,-0.2673,0.7886,1.029,0.1615,0.5198,0.8239,0.9972,0.9831,0.1654,1.3019,0.4557,-0.0363,6,4,1.0
8050,0.1942,1.1295,0.2488,0.6723,0.8209,0.1468,0.3727,1.0048,0.193,0.6366,0.3543,1.4485,0.9999,0.4406,0.4146,-0.1336,0.3812,-0.0105,0.6495,0.5098,0.8387,0.3574,0.755,0.9623,0.651,1.6168,0.5663,0.3375,0.3241,0.5621,0.5028,0.6214,0.8097,0.7717,0.6213,0.3497,0.4016,1.064,0.687,0.6686,0.4859,0.9573,0.1618,0.8209,0.5729,0.1948,0.3835,0.0995,0.1866,0.5949,4,0,1.0
3436,-0.3377,0.7529,-0.3347,-0.0545,0.0657,0.7665,1.1758,1.075,0.3627,0.7444,0.2607,0.7527,0.3343,0.6795,1.0985,0.3031,0.2494,-0.0386,0.4601,0.1717,0.7244,0.0409,0.5608,0.3687,0.4697,0.5673,0.8969,0.6373,0.533,0.7095,-0.0225,0.8272,0.0646,0.6697,0.6863,0.4573,0.6176,0.7868,0.411,0.303,0.3559,0.6838,0.9044,0.1977,0.3684,0.6752,0.2914,1.0787,0.604,1.1196,1,7,1.0
12425,0.3064,0.9298,0.362,0.5903,1.1948,0.2878,-0.181,0.4422,0.9209,-0.1273,0.4307,0.0796,0.9396,0.3017,0.614,-0.3584,-0.0151,0.1686,-0.1039,-0.0093,0.25,0.746,0.3737,0.9631,-0.0199,1.0178,0.4625,0.5462,-0.0729,0.5953,0.7884,0.7516,0.4523,0.7939,-0.2174,1.103,0.1636,0.0909,0.9992,0.4498,0.6988,0.4557,0.4234,0.6242,0.9335,0.4393,1.0477,0.5003,-0.0668,0.5219,6,2,1.0
11717,-0.072,0.5784,0.917,-0.0334,0.1752,-0.0538,-0.1532,0.305,0.8128,0.4139,0.2654,0.9136,0.6571,0.9913,0.4088,0.7554,0.4112,0.0546,0.1231,0.8019,1.3093,0.3484,0.3202,0.2494,-0.2896,0.2995,0.1035,0.6255,0.7567,0.013,0.6934,0.1311,0.1422,1.1062,0.5471,0.5735,-0.1766,-0.0119,0.6875,0.1973,0.4148,0.3025,0.3158,0.4418,1.1632,0.1883,0.7612,0.4904,0.844,-0.1312,5,8,1.0
3595,-0.2749,0.614,0.1036,0.3723,0.2991,0.7206,0.8189,0.6093,0.8189,0.4115,0.8784,0.7005,-0.1469,0.6792,0.8033,0.8597,0.7102,-0.1083,0.7946,0.3149,0.5475,-0.0068,0.2959,0.4084,0.8133,0.6754,0.9387,0.6667,0.7256,1.0119,0.093,0.9989,0.5936,0.8348,0.7281,0.095,0.1524,0.4336,0.5306,0.9313,0.1495,0.5925,1.2432,0.5364,0.2585,0.6442,0.253,1.1487,0.9385,1.3798,1,7,1.0
126,0.5025,0.7147,0.5079,1.0857,-0.0236,0.6105,0.5639,0.425,0.2827,0.7246,0.2178,0.4102,0.1463,0.5148,0.4943,-0.3475,0.5052,0.2439,-0.021,0.9943,0.1541,1.1752,0.1014,0.5139,0.8374,0.2467,0.1641,0.3153,0.4406,0.8335,0.4099,0.3279,0.825,0.6552,1.1561,1.0647,0.034,0.7745,-0.0403,0.393,0.1492,0.8726,0.0905,0.625,0.7999,0.4017,0.2902,0.3333,0.8854,-0.0115,0,0,1.0
2024,0.8155,0.6474,0.129,0.0621,0.3091,1.1102,0.7583,0.7435,0.618,0.475,0.3921,0.6985,1.0058,0.3244,0.5493,0.8127,0.6284,0.6563,0.0499,-0.3127,1.1002,-0.0103,0.7073,0.45,0.2833,0.5505,0.1783,0.5835,0.6463,-0.0868,1.2174,-0.007,0.2382,0.0541,0.5662,0.277,0.4002,-0.0899,0.6106,0.0649,0.5242,0.6323,0.329,1.1334,0.5646,1.0025,0.7894,0.6948,0.6929,0.1414,1,0,1.0
10692,0.9083,0.2558,1.1473,0.0537,0.1463,0.1606,0.0879,0.8507,0.6924,0.7524,-0.0225,1.2534,0.6369,-0.2723,0.1509,0.1075,0.4226,0.4131,0.1634,0.6681,0.9586,1.3082,0.2182,0.1793,0.3731,0.0536,0.5208,0.7712,0.8095,0.4885,0.6168,0.6716,1.0269,-0.0955,0.5766,0.7224,0.0713,0.7627,-0.0261,0.2179,0.874,0.7984,0.1832,0.3601,-0.016,0.302,0.1976,0.6445,0.9182,1.0281,5,3,1.0
